time_s,lat_deg,lon_deg,alt_m
18.528369863,47.3979631,8.5461622,47.63022666792395
18.534077501,47.3979632,8.546161,47.905228389603565
18.554877215,47.3979633,8.5461612,47.901228157548516
18.574361322,47.3979633,8.5461615,47.89022773889094
18.594808515,47.3979634,8.5461618,47.881227367283316
18.613916098,47.3979635,8.5461622,47.873226856123104
18.633558385,47.3979636,8.5461624,47.867226624068
18.654191509,47.3979637,8.5461628,47.860226112907654
18.654326506,47.3979634,8.5461611,47.42122834415117
18.674129331,47.3979638,8.546163,47.85422588085264
18.694329243,47.3979638,8.5461633,47.84622546219452
18.714715857,47.3979638,8.5461635,47.84122518308913
18.73372868,47.3979639,8.5461637,47.833224951034
18.754242427,47.3979639,8.5461639,47.82822467192852
18.774322744,47.3979639,8.5461641,47.820224392823015
18.777727365,47.3979629,8.546163,47.382225457405575
18.794450647,47.3979639,8.5461643,47.814224113717536
18.813574422,47.3979639,8.5461645,47.806223834612
18.833605512,47.3979639,8.5461646,47.803223695059216
18.854140721,47.3979638,8.5461647,47.7982235084564
18.874711273,47.3979638,8.5461648,47.79522336890368
18.894908714,47.3979638,8.5461649,47.79122322935092
18.906225269,47.3979618,8.546163,47.547224939876145
18.913968623,47.3979637,8.5461649,47.78822318230105
18.933889009,47.3979637,8.5461649,47.78622318230106
18.954130453,47.3979637,8.5461649,47.784223182301055
18.974469971,47.3979637,8.5461649,47.781223182301055
18.994502589,47.3979636,8.5461649,47.77922313525136
19.01407438,47.3979636,8.5461649,47.77622313525136
19.027269926,47.3979641,8.5461641,48.000224486923855
19.034114138,47.3979636,8.5461649,47.77522313525136
19.054497995,47.3979636,8.5461649,47.77222313525136
19.074384461,47.3979635,8.5461649,47.771223088201836
19.094837976,47.3979635,8.5461648,47.76922322775453
19.113999149,47.3979635,8.5461648,47.76822322775453
19.134098811,47.3979635,8.5461648,47.76622322775453
19.15439768,47.3979635,8.5461648,47.76522322775453
19.154718944,47.3979648,8.5461645,46.941224258069774
19.173834034,47.3979635,8.5461648,47.76422322775453
